Product ID,Optimal Price,Estimated Revenue,Price Elasticity,Intercept,Return Rate (%),Storage Cost,Elasticity Index
8681,93,17915.537591219716,0.9450385538504494,104.75160364480837,0.29,7.59,1.72
8681,93,17915.537591219716,0.9450385538504494,104.75160364480837,9.09,8.05,0.89
8681,93,17915.537591219716,0.9450385538504494,104.75160364480837,9.47,8.68,1.5
8681,93,17915.537591219716,0.9450385538504494,104.75160364480837,6.43,7.36,1.41
8681,93,17915.537591219716,0.9450385538504494,104.75160364480837,4.25,6.28,0.89
1343,62,20413.305531058093,-5.2658813011506505,655.7315040755032,13.49,9.7,1.97
1343,62,20413.305531058093,-5.2658813011506505,655.7315040755032,2.43,9.63,1.27
1343,62,20413.305531058093,-5.2658813011506505,655.7315040755032,13.97,4.14,1.31
1343,62,20413.305531058093,-5.2658813011506505,655.7315040755032,18.24,9.33,2.42
1343,62,20413.305531058093,-5.2658813011506505,655.7315040755032,10.72,8.48,0.61
6694,64,12273.686409967035,-2.3445698279499796,341.8288191445336,6.39,6.87,1.69
6694,64,12273.686409967035,-2.3445698279499796,341.8288191445336,4.56,9.98,1.73
6694,64,12273.686409967035,-2.3445698279499796,341.8288191445336,16.1,1.24,0.69
6694,64,12273.686409967035,-2.3445698279499796,341.8288191445336,10.59,8.91,1.73
6694,64,12273.686409967035,-2.3445698279499796,341.8288191445336,10.85,4.5,2.4
8864,81,36340.579888044595,6.162615062245449,-50.52268562157781,17.34,1.85,0.65
8864,81,36340.579888044595,6.162615062245449,-50.52268562157781,11.87,7.63,2.32
8864,81,36340.579888044595,6.162615062245449,-50.52268562157781,19.42,9.54,2.42
8864,81,36340.579888044595,6.162615062245449,-50.52268562157781,12.74,3.97,1.85
8864,81,36340.579888044595,6.162615062245449,-50.52268562157781,14.05,5.73,1.99
6091,80,20402.946962246893,1.1288094263163608,164.7320829227773,2.44,9.06,0.91
6091,80,20402.946962246893,1.1288094263163608,164.7320829227773,2.69,3.88,1.76
6091,80,20402.946962246893,1.1288094263163608,164.7320829227773,13.45,2.61,0.58
6091,80,20402.946962246893,1.1288094263163608,164.7320829227773,3.97,9.32,0.96
6091,80,20402.946962246893,1.1288094263163608,164.7320829227773,4.27,6.18,0.83
8876,99,39127.80778789043,0.9617261484034676,300.01949300391965,7.37,2.5,1.46
8876,99,39127.80778789043,0.9617261484034676,300.01949300391965,4.87,7.84,1.96
8876,99,39127.80778789043,0.9617261484034676,300.01949300391965,1.55,4.07,1.18
8876,99,39127.80778789043,0.9617261484034676,300.01949300391965,0.88,8.34,1.21
8876,99,39127.80778789043,0.9617261484034676,300.01949300391965,12.95,7.05,2.45
3448,92,15905.212064134912,-1.3907336681984657,300.83023730181225,0.31,5.54,1.13
3448,92,15905.212064134912,-1.3907336681984657,300.83023730181225,9.34,7.13,2.0
3448,92,15905.212064134912,-1.3907336681984657,300.83023730181225,1.89,4.09,2.31
3448,92,15905.212064134912,-1.3907336681984657,300.83023730181225,15.96,3.03,2.36
3448,92,15905.212064134912,-1.3907336681984657,300.83023730181225,2.95,2.44,1.17
6818,98,19394.38490902645,-0.6707482719838689,263.6352174812196,11.41,1.89,1.43
6818,98,19394.38490902645,-0.6707482719838689,263.6352174812196,0.73,3.83,1.94
6818,98,19394.38490902645,-0.6707482719838689,263.6352174812196,19.76,8.67,1.31
6818,98,19394.38490902645,-0.6707482719838689,263.6352174812196,0.34,5.63,0.53
6818,98,19394.38490902645,-0.6707482719838689,263.6352174812196,17.42,6.53,1.71
8942,92,11018.402516968528,0.9813996093338845,29.476480690940548,12.38,7.64,1.32
8942,92,11018.402516968528,0.9813996093338845,29.476480690940548,15.5,7.78,1.38
8942,92,11018.402516968528,0.9813996093338845,29.476480690940548,5.59,5.74,2.1
8942,92,11018.402516968528,0.9813996093338845,29.476480690940548,5.45,8.89,2.41
8942,92,11018.402516968528,0.9813996093338845,29.476480690940548,3.93,7.03,1.72
4360,71,25285.733802724662,0.8725217983488298,294.1880481302565,16.2,8.69,2.04
4360,71,25285.733802724662,0.8725217983488298,294.1880481302565,8.41,4.75,2.04
4360,71,25285.733802724662,0.8725217983488298,294.1880481302565,3.08,3.67,1.63
4360,71,25285.733802724662,0.8725217983488298,294.1880481302565,6.41,8.66,0.6
4360,71,25285.733802724662,0.8725217983488298,294.1880481302565,7.95,7.57,0.63
4360,71,25285.733802724662,0.8725217983488298,294.1880481302565,17.88,4.83,1.89
4360,71,25285.733802724662,0.8725217983488298,294.1880481302565,4.61,2.74,2.1
5410,94,42491.522846705084,5.0291225588054616,-20.700043435106124,12.26,6.02,1.85
5410,94,42491.522846705084,5.0291225588054616,-20.700043435106124,5.84,7.31,0.82
5410,94,42491.522846705084,5.0291225588054616,-20.700043435106124,9.0,2.77,0.77
5410,94,42491.522846705084,5.0291225588054616,-20.700043435106124,0.21,7.12,1.19
5410,94,42491.522846705084,5.0291225588054616,-20.700043435106124,3.43,4.92,1.25
2489,99,36768.15823764233,4.930910628823472,-116.76461449956076,11.97,2.33,1.97
2489,99,36768.15823764233,4.930910628823472,-116.76461449956076,15.94,5.95,1.01
2489,99,36768.15823764233,4.930910628823472,-116.76461449956076,13.92,7.39,1.06
2489,99,36768.15823764233,4.930910628823472,-116.76461449956076,15.14,8.67,1.33
2489,99,36768.15823764233,4.930910628823472,-116.76461449956076,19.34,2.73,0.91
2738,88,36463.07675754497,2.9804067312738187,152.0773526200059,19.18,8.37,0.64
2738,88,36463.07675754497,2.9804067312738187,152.0773526200059,16.58,6.01,1.31
2738,88,36463.07675754497,2.9804067312738187,152.0773526200059,17.23,8.03,0.56
2738,88,36463.07675754497,2.9804067312738187,152.0773526200059,10.69,6.66,2.35
2738,88,36463.07675754497,2.9804067312738187,152.0773526200059,15.29,7.36,2.44
5894,73,18216.309742531415,-3.4642080161010087,502.42567479909167,19.11,3.64,1.47
5894,73,18216.309742531415,-3.4642080161010087,502.42567479909167,2.0,5.97,2.2
5894,73,18216.309742531415,-3.4642080161010087,502.42567479909167,10.66,4.29,0.61
5894,73,18216.309742531415,-3.4642080161010087,502.42567479909167,17.99,8.09,1.94
5894,73,18216.309742531415,-3.4642080161010087,502.42567479909167,8.79,7.84,1.72
7927,45,12230.501263958276,-6.05190982884281,544.124859274777,18.1,2.14,1.01
7927,45,12230.501263958276,-6.05190982884281,544.124859274777,13.58,1.71,0.71
7927,45,12230.501263958276,-6.05190982884281,544.124859274777,3.7,1.38,1.86
7927,45,12230.501263958276,-6.05190982884281,544.124859274777,6.38,6.02,1.03
7927,45,12230.501263958276,-6.05190982884281,544.124859274777,8.12,8.35,2.11
1655,68,31302.555489362785,5.514031401119523,85.3775630968546,18.51,3.03,1.89
1655,68,31302.555489362785,5.514031401119523,85.3775630968546,14.62,8.79,1.97
1655,68,31302.555489362785,5.514031401119523,85.3775630968546,9.38,6.72,1.61
1655,68,31302.555489362785,5.514031401119523,85.3775630968546,9.52,8.26,1.62
1655,68,31302.555489362785,5.514031401119523,85.3775630968546,12.01,8.84,1.89
5865,92,24562.424875443874,-0.9169073088059035,351.3383514910548,9.44,8.93,1.82
5865,92,24562.424875443874,-0.9169073088059035,351.3383514910548,16.74,1.4,1.47
5865,92,24562.424875443874,-0.9169073088059035,351.3383514910548,19.59,3.12,2.43
5865,92,24562.424875443874,-0.9169073088059035,351.3383514910548,15.03,5.52,1.16
5865,92,24562.424875443874,-0.9169073088059035,351.3383514910548,12.53,1.45,0.77
9832,82,28017.93040885481,0.9663625345190778,262.44035032620155,15.58,5.25,1.18
9832,82,28017.93040885481,0.9663625345190778,262.44035032620155,2.87,7.02,1.07
9832,82,28017.93040885481,0.9663625345190778,262.44035032620155,18.2,1.03,1.55
9832,82,28017.93040885481,0.9663625345190778,262.44035032620155,9.79,3.67,0.98
9832,82,28017.93040885481,0.9663625345190778,262.44035032620155,7.62,2.93,1.73
5571,42,9950.128800933757,-5.581198271362154,471.31815599087133,8.78,5.07,1.58
5571,42,9950.128800933757,-5.581198271362154,471.31815599087133,5.62,1.05,2.29
5571,42,9950.128800933757,-5.581198271362154,471.31815599087133,15.48,9.01,1.92
5571,42,9950.128800933757,-5.581198271362154,471.31815599087133,5.78,5.35,0.54
5571,42,9950.128800933757,-5.581198271362154,471.31815599087133,17.74,2.81,2.5
3329,57,14844.900494558231,-2.4021210561178483,397.35775098044076,0.64,6.39,1.85
3329,57,14844.900494558231,-2.4021210561178483,397.35775098044076,14.62,5.38,2.16
3329,57,14844.900494558231,-2.4021210561178483,397.35775098044076,8.91,2.75,2.45
3329,57,14844.900494558231,-2.4021210561178483,397.35775098044076,17.69,6.22,1.34
3329,57,14844.900494558231,-2.4021210561178483,397.35775098044076,0.9,7.06,1.27
4276,96,32701.569884138684,0.9702923209730747,247.4932901463628,4.31,1.16,1.29
4276,96,32701.569884138684,0.9702923209730747,247.4932901463628,4.3,1.11,2.45
4276,96,32701.569884138684,0.9702923209730747,247.4932901463628,9.38,4.93,1.9
4276,96,32701.569884138684,0.9702923209730747,247.4932901463628,10.33,1.04,0.6
4276,96,32701.569884138684,0.9702923209730747,247.4932901463628,4.71,5.72,1.96
8377,76,25792.0085011246,2.686486561705404,135.19555421992357,19.35,8.49,1.51
8377,76,25792.0085011246,2.686486561705404,135.19555421992357,8.36,5.19,0.99
8377,76,25792.0085011246,2.686486561705404,135.19555421992357,2.24,8.03,1.36
8377,76,25792.0085011246,2.686486561705404,135.19555421992357,18.46,7.32,1.1
8377,76,25792.0085011246,2.686486561705404,135.19555421992357,2.41,5.81,2.24
7564,82,13248.339743819313,-1.9861897228065295,324.4326760972002,14.38,3.81,2.45
7564,82,13248.339743819313,-1.9861897228065295,324.4326760972002,11.1,4.2,1.46
7564,82,13248.339743819313,-1.9861897228065295,324.4326760972002,19.76,8.9,1.12
7564,82,13248.339743819313,-1.9861897228065295,324.4326760972002,14.61,5.7,1.43
7564,82,13248.339743819313,-1.9861897228065295,324.4326760972002,5.78,8.14,1.64
7930,83,26205.794448989545,2.8987098863172847,75.13954267650323,2.84,6.51,1.55
7930,83,26205.794448989545,2.8987098863172847,75.13954267650323,2.31,7.09,1.08
7930,83,26205.794448989545,2.8987098863172847,75.13954267650323,5.5,4.68,2.4
7930,83,26205.794448989545,2.8987098863172847,75.13954267650323,3.85,6.02,1.06
7930,83,26205.794448989545,2.8987098863172847,75.13954267650323,4.76,1.9,1.39
2067,83,27684.08684292042,2.146616560230379,155.3740404758234,7.95,5.57,1.14
2067,83,27684.08684292042,2.146616560230379,155.3740404758234,10.52,6.12,0.55
2067,83,27684.08684292042,2.146616560230379,155.3740404758234,15.49,6.84,2.22
2067,83,27684.08684292042,2.146616560230379,155.3740404758234,10.79,7.68,2.32
2067,83,27684.08684292042,2.146616560230379,155.3740404758234,12.92,7.67,0.82
2067,83,27684.08684292042,2.146616560230379,155.3740404758234,10.77,9.44,1.09
6493,85,19005.88994740673,-1.5934448263050003,359.0415154995336,9.37,1.55,1.16
6493,85,19005.88994740673,-1.5934448263050003,359.0415154995336,11.53,9.23,0.94
